year,fips,GIS Join Match Code,NHGIS Integrated State Name,NHGIS Integrated State Code,Year-Specific Area Name,Persons: Total,Persons: Urban,Persons: Urban--Inside urbanized areas,Persons: Urban--Outside urbanized areas (in urban clusters),Persons: Rural,Persons: Male,Persons: Female,Persons: Under 5 years,Persons: 5 to 9 years,Persons: 10 to 14 years,Persons: 15 to 17 years,Persons: 18 and 19 years,Persons: 20 years,Persons: 21 years,Persons: 22 to 24 years,Persons: 25 to 29 years,Persons: 30 to 34 years,Persons: 35 to 44 years,Persons: 45 to 54 years,Persons: 55 to 59 years,Persons: 60 and 61 years,Persons: 62 to 64 years,Persons: 65 to 74 years,Persons: 75 to 84 years,Persons: 85 years and over,Persons: 18-24,Persons: 25-34,Persons: 35-44,Persons: 45-54,Persons: 55-64,Persons: 65+,Persons: White (single race),Persons: Black or African American (single race),Persons: American Indian and Alaska Native (single race),Persons: Asian and Pacific Islander and Other Race (single race),Persons: Two or More Races,Persons: Asian and Pacific Islander and Other and Two or More Races,Total Race,Persons: 25 years and over ~ Less than 9th grade,Persons: 25 years and over ~ 9th grade to 3 years of college (until 1980) or to some college or associate's degree (since 1990),Persons: 25 years and over ~ 4 or more years of college (until 1980) or bachelor's degree or higher (since 1990),"Families: Income less than $10,000","Families: Income $10,000 to $14,999","Families: Income $15,000 to $24,999","Families: Income $25,000 to $49,999","Families: Income $50,000 or more",approx avg income,estimated sd,dem_vote,gop_vote,lean_prev,lean_prev2,dem_vote_lean_prev2,gop_vote_lean_prev2,hlean_prev2,hlean_prev,us_state,dem_pct_two_party,lean,total_votes_two_party,total_votes,dem_poll,gop_poll,dem_lean2_plus_poll,gop_lean2_plus_poll
1948,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.538508164,0.461491836,-0.08746,-0.1333,0.6333,0.3667,-0.251384058,-0.232332671,VA,0.5385081640096981,-0.0152217075909336,372856.0,419256.0,0.474,0.526,0.6073,0.39270000000000005
1948,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552088164,0.447911836,-0.03597,-0.03927,0.53927,0.46073,-0.013178805,0.024943206,WA,0.5520888044810366,-0.0288023480622722,862479.0,905058.0,0.474,0.526,0.51327,0.48673
1948,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575752007,0.424247993,-0.01114,-0.02099,0.52099,0.47901,-0.024053435,-0.060500586,WV,0.575752006535746,-0.0524655501169816,745439.0,748750.0,0.474,0.526,0.49499,0.5050100000000001
1948,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522753941,0.477246059,0.04684,0.04075,0.45925,0.54075,0.149082428,0.103847003,WI,0.522753941187254,0.0005325152315102,1238269.0,1276800.0,0.474,0.526,0.43324999999999997,0.56675
1948,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521968874,0.478031126,0.05008,0.02027,0.47973,0.52027,0.075534989,0.000753869,WY,0.5219688736901925,0.0013175827285718,100301.0,101425.0,0.474,0.526,0.45372999999999997,0.54627
1950,,G025,Alaska Territory,25.0,Alaska Territory,128643.0,,,,,79472.0,49171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,,G155,Hawaii Territory,155.0,Hawaii Territory,499794.0,,,,,273895.0,225899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,1.0,G010,Alabama,10.0,Alabama,3061743.0,,,,,1502640.0,1559103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,4.0,G040,Arizona,40.0,Arizona,749587.0,,,,,379059.0,370528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,5.0,G050,Arkansas,50.0,Arkansas,1909511.0,,,,,951534.0,957977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,6.0,G060,California,60.0,California,10586224.0,,,,,5295629.0,5290594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,8.0,G080,Colorado,80.0,Colorado,1325089.0,,,,,665149.0,659940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,9.0,G090,Connecticut,90.0,Connecticut,2007280.0,,,,,988497.0,1018783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,10.0,G100,Delaware,100.0,Delaware,318085.0,,,,,157344.0,160741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,11.0,G110,District of Columbia,110.0,District of Columbia,802178.0,,,,,377918.0,424260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,12.0,G120,Florida,120.0,Florida,2771305.0,,,,,1366917.0,1404388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,13.0,G130,Georgia,130.0,Georgia,3444578.0,,,,,1688667.0,1755911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,16.0,G160,Idaho,160.0,Idaho,588637.0,,,,,303237.0,285400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,17.0,G170,Illinois,170.0,Illinois,8712176.0,,,,,4319251.0,4392925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,18.0,G180,Indiana,180.0,Indiana,3934224.0,,,,,1958516.0,1975708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,19.0,G190,Iowa,190.0,Iowa,2621073.0,,,,,1310283.0,1310790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1950,20.0,G200,Kansas,200.0,Kansas,1905299.0,,,,,953534.0,951765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
