year,state,year,state,lean_current,dem_share,lean_prev,total_votes_two_party,total_votes,rdi_yr_to_election,rdi_election_year_change,inc_midterm_change,inc_has_house,inc_tenure,gdp_yoy,inflation_yoy,unemployment,inc_pres,state_pop,state_evs,inc_party_cand_approval,inc_pres_approval,hlean_prev,hlean_prev2,hlean_prev3,hlean_prev4,dem_hshare_prev,dem_hshare_prev2,dem_hshare_prev3,dem_hshare_prev4,lean_prev2,lean_prev3,lean_prev4,lean_trend,inc_party,inc_candidate,noninc_candidate,rosenstone_dem_new_deal,rosenstone_dem_race,spliced_BPHI_dem,dem_nom_dim1,dem_nom_dim2,dem_lean_current,rosenstone_gop_new_deal,rosenstone_gop_race,spliced_BPHI_gop,gop_nom_dim1,gop_nom_dim2,gop_share,gop_lean_current,dem_evs,spliced_diff_natl_dem_minus_gop,inc_home_state,noninc_home_state,inc_vp_home_state,noninc_vp_home_state,inc_south_bonus,noninc_south_bonus,state_liberalism,rstone_state_ndsw,rstone_state_race,state_nom_dim1,state_nom_dim2,state_citizen_nom,berry_citizen,berry_gov,dem_cfscore,gop_cfscore,mean_cfscore_adj,mean_cfscore_unweighted,mean_cfscore_adj_smooth,mean_cfscore_smooth,mean_cfscore
1964,MS,1964,MS,0.48601,0.128604459,-0.09482,409148,409148,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,2241,7,70,70,-0.480062472,-0.435188515,-0.444670237,-0.492745449,1,1,1,1,-0.28176,-0.15889,-0.26985,0.06407,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.48601,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.871395541,0.48601,0,-0.63652408,0,0,0,0,1,0,-2.15497316,2.7,0,0.272581957,0.993821429,0.123509894,6.696128368,49.1736145,,,,,,,
1964,MO,1964,MO,-0.02589,0.640495875,-0.00175,1817879,2166499,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,4442,12,70,70,-0.044177294,-0.031328786,-0.076208384,-0.08995511,0.564114823,0.564114823,0.564114823,0.564114823,-0.07861,-0.04669,-0.0597,0.04494,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.02589,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.359504125,-0.02589,12,-0.63652408,0,0,0,0,0,0,-0.340740138,4.233333333,,-0.066365248,0.30714011,0.037253558,48.93327713,62.91247559,,,,,,,
1964,MT,1964,MT,0.02226,0.592351359,0.01339,277278,278628,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,706,4,70,70,0.039470257,0.036148529,-0.091275272,-0.049153276,0.480467271,0.480467271,0.480467271,0.480467271,-0.00617,0.04256,-0.02796,-0.02917,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.02226,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.407648641,0.02226,4,-0.63652408,0,0,0,0,0,0,-0.121455447,6.966666667,7.74,-0.104241801,0.383875,-0.077026095,53.65317917,46.88128662,,,,,,,
1964,NE,1964,NE,0.08854,0.526071892,0.12154,584154,584154,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,1482,5,70,70,0.143035577,0.110274373,0.085028445,0.102163991,0.376901951,0.376901951,0.376901951,0.376901951,0.07762,0.13702,0.06523,-0.01548,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.08854,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.473928108,0.08854,5,-0.63652408,0,0,0,0,0,0,-0.574989276,6.366666667,9.8,0.088788234,0.105066667,0.129215301,29.59917259,43.05613708,,,,,,,
1964,NV,1964,NV,0.02879,0.585817341,-0.01079,135433,135433,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,426,3,70,70,-0.19656725,-0.030177316,-0.113373032,-0.034909829,0.716504778,0.716504778,0.716504778,0.716504778,0.00216,0.05993,0.00776,-0.07072,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.02879,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.414182659,0.02879,3,-0.63652408,0,0,0,0,0,0,-0.761713676,5.233333333,6.54,0.12069604,0.512166667,,25.6230526,52.18326187,,,,,,,
1964,NH,1964,NH,-0.02429,0.638904798,0.03501,286094,286094,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,663,4,70,70,0.070463625,0.127738263,0.142050752,0.120813022,0.449473903,0.449473903,0.449473903,0.449473903,0.08389,0.0547,0.05271,-0.01969,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.02429,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.361095202,-0.02429,4,-0.63652408,0,0,0,0,0,0,0.356825026,8.4,10.9,-0.055658925,-0.3455625,0.035134642,47.59913254,49.69818878,,,,,,,
1964,NJ,1964,NJ,-0.04499,0.659601542,-0.00319,2831514,2846770,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,6660,17,70,70,0.015767904,0.06156469,0.056850364,0.095862165,0.504169624,0.504169624,0.504169624,0.504169624,0.07643,0.02051,0.04653,-0.0237,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.04499,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.340398458,-0.04499,17,-0.63652408,0,0,0,0,0,0,1.020174799,8.5,7.26,-0.263467086,-0.455428309,-0.155240947,73.49468231,58.34098434,,,,,,,
1964,NM,1964,NM,0.0192,0.595409001,-0.00287,326853,328613,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,1006,4,70,70,-0.063696397,-0.039604245,-0.082533519,-0.020743106,0.583633925,0.583633925,0.583633925,0.583633925,0.00293,0.00121,-0.04402,-0.00408,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.0192,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.404590999,0.0192,4,-0.63652408,0,0,0,0,0,0,0.104804151,7.366666667,5.88,-0.064968649,0.3238125,-0.021759903,48.75924301,61.48558044,,,,,,,
1964,NY,1964,NY,-0.0719,0.686509942,-0.02553,7156661,7166275,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,17589,43,70,70,0.026807344,0.037854076,0.07200235,0.075768336,0.493130185,0.493130185,0.493130185,0.493130185,0.03456,0.00557,0.02912,-0.0311,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.0719,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.313490058,-0.0719,43,-0.63652408,0,0,0,1,0,0,1.867298153,11.5,7.66,-0.208949075,-0.321093679,-0.159654999,66.70104218,42.18844223,,,,,,,
1964,NC,1964,NC,0.0531,0.561507751,-0.02026,1424983,1424983,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,4802,13,70,70,-0.069025631,-0.058980779,-0.152807453,-0.191149351,0.588963159,0.588963159,0.588963159,0.588963159,-0.08416,-0.09362,-0.11599,0.07336,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.0531,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.438492249,0.0531,13,-0.63652408,0,0,0,0,1,0,-0.689818576,2.166666667,4.12,0.137932251,0.855350183,0.082246868,23.47520065,53.1735878,,,,,,,
1964,ND,1964,ND,0.03403,0.580578392,0.05536,257991,258389,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,649,4,70,70,0.063363048,0.08314961,0.035927877,0.133245983,0.45657448,0.45657448,0.45657448,0.45657448,0.04087,0.15974,0.06951,-0.10438,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.03403,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.419421608,0.03403,4,-0.63652408,0,0,0,0,0,0,-0.230252486,7.633333333,9.98,-0.078861265,0.197445833,-0.039225833,50.49044037,53.77892303,,,,,,,
1964,OH,1964,OH,-0.01482,0.62942999,0.03367,3969196,3969196,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,10080,26,70,70,0.102243607,0.086069714,0.04706479,0.080001329,0.417693922,0.417693922,0.417693922,0.417693922,0.03362,0.01304,0.02247,0.02063,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.01482,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.37057001,-0.01482,26,-0.63652408,0,0,0,0,0,0,0.200802831,4.6,9.12,-0.062612473,-0.133808846,0.022529287,48.46563339,32.82752228,,,,,,,
1964,OK,1964,OK,0.05715,0.557463332,0.09103,932499,932499,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,2446,8,70,70,-0.091124816,-0.003302649,-0.143487342,-0.090210109,0.611062344,0.611062344,0.611062344,0.611062344,-0.02621,-0.00863,-0.10377,0.09966,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.05715,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.442536668,0.05715,8,-0.63652408,0,0,0,0,0,0,-0.055461802,4.533333333,4.58,-0.026769288,0.53403125,-0.013062411,43.99911499,49.0406723,,,,,,,
1964,OR,1964,OR,-0.02461,0.639218623,0.02705,783796,786305,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,1888,6,70,70,-0.022591894,0.03384555,-0.013323032,-0.02202023,0.542529422,0.542529422,0.542529422,0.542529422,-0.02505,0.05413,0.04131,-0.02708,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.02461,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.360781377,-0.02461,6,-0.63652408,0,0,0,0,0,0,0.839405816,8.733333333,9.4,-0.168330171,0.173821429,-0.06739978,61.63940811,54.97568893,,,,,,,
1964,PA,1964,PA,-0.03705,0.651656086,-0.01081,4804611,4822690,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,11519,29,70,70,0.029323757,0.029245934,0.045325692,0.035446732,0.490613771,0.490613771,0.490613771,0.490613771,-0.01145,-0.02498,0.04419,0.01417,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.03705,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.348343914,-0.03705,29,-0.63652408,0,0,0,0,0,0,0.912024455,7.5,9.22,-0.217093262,-0.16401158,-0.117677961,67.71591187,44.73033142,,,,,,,
1964,RI,1964,RI,-0.19411,0.808717744,-0.13545,390078,390078,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,885,4,70,70,-0.131278101,-0.139851229,-0.07597284,-0.031301405,0.651215629,0.651215629,0.651215629,0.651215629,0.00507,-0.0453,-0.05788,-0.09015,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.19411,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.191282256,-0.19411,4,-0.63652408,0,0,0,0,0,0,0.932544465,9.8,6.62,-0.343071479,-0.18225,-0.236138027,83.41440582,54.79068756,,,,,,,
1964,SC,1964,SC,0.20356,0.411054449,-0.01155,524771,524779,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,2475,8,70,70,-0.339845524,-0.454740343,-0.444670237,-0.445853922,0.859783052,0.859783052,0.859783052,0.859783052,-0.22057,-0.06174,-0.341,0.05019,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.20356,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.588945551,0.20356,0,-0.63652408,0,0,0,0,1,0,-1.514716243,2.8,2.14,0.2093915,0.983097222,0.097498824,14.57046604,49.54099655,,,,,,,
1964,SD,1964,SD,0.05849,0.556124155,0.08297,293118,293118,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,701,4,70,70,0.117674712,0.105333184,0.040991695,0.002078333,0.402262816,0.402262816,0.402262816,0.402262816,0.00633,0.1382,0.04796,-0.05523,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.05849,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.443875845,0.05849,4,-0.63652408,0,0,0,0,0,0,-0.590119187,6.633333333,8.62,-0.074542772,0.065175,-0.069936045,49.95230103,37.05566788,,,,,,,
1964,TN,1964,TN,0.05954,0.555066299,0.03702,1144012,1144046,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,3771,11,70,70,-0.099088592,-0.139386485,-0.193235157,-0.082710552,0.61902612,0.61902612,0.61902612,0.61902612,-0.07437,-0.05315,-0.04759,0.09017,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.05954,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.444933701,0.05954,11,-0.63652408,0,0,0,0,1,0,-0.650845565,4.133333333,5.72,-0.008806017,0.61288549,-0.045952713,41.76066208,63.55354309,,,,,,,
1964,TX,1964,TX,-0.01977,0.634379466,-0.00927,2621751,2626811,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,10270,25,70,70,-0.097033018,-0.311863602,-0.325184116,-0.410523519,0.616970546,0.616970546,0.616970546,0.616970546,-0.02067,-0.02227,-0.2072,0.013,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.01977,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.365620534,-0.01977,25,-0.63652408,1,0,0,0,1,0,-0.716952972,1.2,8.22,-0.003017914,0.776016026,0.027554317,41.03939056,59.78916931,,,,,,,
1964,UT,1964,UT,0.06597,0.5486448,0.04903,401413,401413,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,978,4,70,70,0.047982363,0.039904763,0.063075044,0.095750254,0.471955165,0.471955165,0.471955165,0.471955165,0.06809,0.03473,-0.02154,0.0143,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.06597,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.4513552,0.06597,4,-0.63652408,0,0,0,0,0,0,-0.201025558,7.733333333,8.84,-0.060412114,-0.0850625,-0.009329084,48.19144058,40.57255936,,,,,,,
1964,VT,1964,VT,-0.04847,0.66307514,0.08733,163069,163089,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,399,3,70,70,0.087049635,0.116921832,0.040676433,0.178533083,0.432887894,0.432887894,0.432887894,0.432887894,0.14427,0.16225,0.14869,-0.07492,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.04847,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.33692486,-0.04847,3,-0.63652408,0,0,0,0,0,0,-0.070914531,9.9,12.7,-0.218612189,-0.509416667,,67.90518951,66.42525482,,,,,,,
1964,VA,1964,VA,0.07771,0.536899205,0.02834,1039372,1042267,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,4357,12,70,70,-0.080354711,-0.127800039,-0.231719212,-0.090667319,0.600292239,0.600292239,0.600292239,0.600292239,0.0132,0.01053,-0.01481,0.01781,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.07771,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.463100795,0.07771,12,-0.63652408,0,0,0,0,1,0,-1.146726596,2.933333333,5.16,0.165698596,0.723625,0.090009149,20.01515961,49.185112,,,,,,,
1964,WA,1964,WA,-0.00917,0.623781541,0.01303,1250065,1258374,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,2961,9,70,70,0.136552129,0.120091294,0.090508588,-0.010297569,0.383385399,0.383385399,0.383385399,0.383385399,-0.03492,-0.00586,-0.02839,0.01889,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.00917,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.376218459,-0.00917,9,-0.63652408,0,0,0,0,0,0,0.446292427,8.366666667,10.46,-0.082761868,-0.090805556,-0.069535662,50.97650528,64.527771,,,,,,,
1964,WV,1964,WV,-0.06476,0.679368466,-0.0265,792040,792040,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,1797,7,70,70,-0.040044105,-0.025304269,-0.063365809,-0.023821347,0.559981634,0.559981634,0.559981634,0.559981634,-0.03674,-0.07376,-0.05205,0.04726,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.06476,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.320631534,-0.06476,7,-0.63652408,0,0,0,0,0,0,-0.56845969,4.966666667,6.98,-0.216967384,0.263643849,-0.129543771,67.70022583,65.55164337,,,,,,,
1964,WI,1964,WI,-0.00734,0.62195049,0.01948,1688919,1691815,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,4165,12,70,70,0.021376924,0.055129303,0.019215153,0.049497234,0.498560604,0.498560604,0.498560604,0.498560604,0.04186,0.05709,0.00095,-0.03761,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0.00734,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.37804951,-0.00734,12,-0.63652408,0,0,0,0,0,0,0.859590309,8.466666667,9.78,-0.150261531,-0.008495192,-0.059766597,59.38782501,57.18614578,,,,,,,
1964,WY,1964,WY,0.04903,0.565584798,0.05098,142716,142716,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,339,3,70,70,0.133703925,0.068160812,0.091150263,0.089159923,0.386233603,0.386233603,0.386233603,0.386233603,0.02326,0.07384,0.00173,-0.02286,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,-0.04903,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.434415202,0.04903,3,-0.63652408,0,0,0,0,0,0,-0.433958939,8.4,7.6,0.006149983,0.088083333,,39.89695358,23.66699982,,,,,,,
1964,USA,1964,USA,0,0.614613185,0,,,1.072783726,1.064586304,-0.023567637,1,4,0.0516,0.013,5.2,1,,,70,70,,,,,0.519937528,0.519937528,0.519937528,0.519937528,0,0,0,0,0,Johnson_1964,Goldwater_1964,-0.905667421,-0.78346404,-1.0288939,-0.337,-0.035,0,1.718559156,2.296360118,1.66541798,0.641,-0.289,0.385386815,0,,-0.63652408,0,0,0,0,0,0,,,,,,,,,,,,,,,
1968,AL,1968,AL,-0.07634,0.572279055,0.30861,834255,1044505,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,3446,10,,43,-0.096213125,0.0859868,-0.158504394,-0.344800763,0.608601475,0.608601475,0.608601475,0.608601475,-0.07137,-0.16686,-0.20281,0.47547,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,0.07634,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.427720945,-0.07634,10,0.43890283,0,0,0,0,0,0,-1.011451349,0.133333333,2.1,0.275679646,0.737563636,0.012347201,6.310116768,58.31417084,,,,,,,
1968,AK,1968,AK,0.01093,0.485009108,-0.04447,,,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,285,3,,43,0.028858448,0.055196482,-0.025424079,-0.022692384,0.483529901,0.483529901,0.483529901,0.483529901,0.01024,,,,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.01093,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.514990892,0.01093,0,0.43890283,0,0,0,0,0,0,0.474569296,,,-0.118098142,0.510333333,,55.37985611,45.02012253,,,,,,,
1968,AZ,1968,AZ,0.10596,0.389982504,0.11959,437235,486936,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,1682,5,,43,0.073488814,0.069676091,0.033909636,0.069414422,0.438899536,0.438899536,0.438899536,0.438899536,0.05668,0.03306,0.02898,0.08653,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.10596,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.610017496,0.10596,0,0.43890283,0,0,0,0,0,0,0.071867175,4.816666667,5.7,0.11844886,0.0685,0.032895362,25.90307999,34.63223267,,,,,,,
1968,AR,1968,AR,0.0015,0.494436615,0.05099,373966,609593,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,1902,6,,43,-0.039313109,0.022948673,,-0.28174248,0.551701459,0.551701459,0.551701459,0.551701459,-0.03739,-0.11129,-0.11543,0.16228,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.0015,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.505563385,0.0015,0,0.43890283,0,0,0,0,0,0,-1.020996971,5.483333333,2.4,0.255064116,0.886638889,-0.009906667,8.87907505,48.01307678,,,,,,,
1968,CA,1968,CA,0.01258,0.483362143,0.02294,6711982,7251587,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,19394,40,,43,0.044192821,0.041398207,0.000934684,0.017192775,0.468195529,0.468195529,0.468195529,0.468195529,0.00358,-0.02176,0.01896,0.0447,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.01258,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.516637857,0.01258,0,0.43890283,0,1,0,0,0,0,0.884062414,8.333333333,8.1,-0.106931071,-0.029876349,-0.077575619,53.98829651,48.0623703,,,,,,,
1968,CO,1968,CO,0.04575,0.450188645,-0.00137,744519,811199,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,2120,6,,43,-0.019941227,-0.011435802,0.046456511,0.027292754,0.532329576,0.532329576,0.532329576,0.532329576,0.04969,0.02156,0.05285,-0.02293,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.04575,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.549811355,0.04575,0,0.43890283,0,0,0,0,0,0,0.23938276,7.233333333,9.3,-0.081348065,-0.059916667,-0.002884006,50.8003273,37.1120491,,,,,,,
1968,CT,1968,CT,-0.03157,0.527514636,-0.06418,1178282,1254932,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,2964,8,,43,-0.038195155,-0.052340944,-0.013811452,0.008201707,0.550583505,0.550583505,0.550583505,0.550583505,-0.03648,0.0598,0.00468,-0.12398,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,0.03157,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.472485364,-0.03157,8,0.43890283,0,0,0,0,0,0,0.913580573,7.666666667,7,-0.215134619,-0.1938125,-0.130034433,67.4718399,65.36360931,,,,,,,
1968,DC,1968,DC,-0.32225,0.818194609,-0.24037,170578,170578,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,778,3,,43,,,,,,,,,,,,,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,0.32225,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.181805391,-0.32225,3,0.43890283,0,0,0,0,0,0,,,,,,,,,,,,,,,
1968,DE,1968,DE,0.01617,0.479774942,0.00348,185908,214367,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,534,3,,43,0.070139182,0.004679003,-0.010202843,0.040417213,0.442249168,0.442249168,0.442249168,0.442249168,-0.00738,-0.02502,-0.03507,0.0285,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.01617,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.520225058,0.01617,0,0.43890283,0,0,0,0,0,0,0.122906759,5.016666667,5.5,-0.122333277,-0.379916667,,55.90760803,53.85914993,,,,,,,
1968,FL,1968,FL,0.0631,0.432843992,0.10312,1563598,2187805,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,6433,14,,43,-0.135967596,-0.131604278,-0.105894037,-0.144858464,0.648355946,0.648355946,0.648355946,0.648355946,0.01598,-0.00481,-0.00443,0.10793,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.0631,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.567156008,0.0631,0,0.43890283,0,0,0,0,0,0,-1.271168145,4.266666667,4.7,0.189115331,0.521485714,0.019973605,17.09713554,46.64601135,,,,,,,
1968,GA,1968,GA,0.0279,0.468042169,0.15588,714549,1250272,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,4482,12,,43,-0.143831656,-0.123442435,-0.300541698,-0.411901497,0.656220006,0.656220006,0.656220006,0.656220006,-0.12478,-0.24813,-0.25111,0.40401,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.0279,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.531957831,0.0279,0,0.43890283,0,0,0,0,0,0,-1.225041533,4.45,2.9,0.25037509,0.883645833,0.050391936,9.463387489,54.07444763,,,,,,,
1968,HI,1968,HI,-0.11125,0.607194875,-0.173,232749,236218,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,734,4,,43,-0.163166721,-0.040193329,-0.115692508,-0.198412221,0.675555071,0.675555071,0.675555071,0.675555071,0.00052,,,,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,0.11125,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.392805125,-0.11125,4,0.43890283,0,0,0,0,0,0,0.867112103,,,-0.323200595,-0.108875,-0.2815301,80.93824005,70.10395813,,,,,,,
1968,ID,1968,ID,0.14536,0.350582386,0.10544,254642,291183,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,695,4,,43,0.114394102,0.077540996,-0.009198961,-0.002543005,0.397994247,0.397994247,0.397994247,0.397994247,0.03868,0.03447,0.10072,0.07097,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.14536,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.649417614,0.14536,0,0.43890283,0,0,0,0,0,0,0.166171628,8.266666667,9.3,0.037200366,0.1398625,0.231247742,36.02767944,27.41017723,,,,,,,
1968,IL,1968,IL,0.01195,0.483988945,0.01989,4214588,4619749,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,10995,26,,43,0.055232283,0.025542417,0.022516925,0.038124195,0.457156066,0.457156066,0.457156066,0.457156066,-1.00E-04,0.01882,-0.00494,0.00107,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.188704061,-1.2918417,-0.397,-0.093,-0.01195,0.605250911,0.837496043,0.85293887,0.552,-0.834,0.516011055,0.01195,0,0.43890283,0,0,0,0,0,0,0.513880856,6.133333333,8.2,-0.153117486,-0.117182336,-0.046086547,59.74371338,54.78107071,,,,,,,
