year,fips,GIS Join Match Code,NHGIS Integrated State Name,NHGIS Integrated State Code,Year-Specific Area Name,Persons: Total,Persons: Urban,Persons: Urban--Inside urbanized areas,Persons: Urban--Outside urbanized areas (in urban clusters),Persons: Rural,Persons: Male,Persons: Female,Persons: Under 5 years,Persons: 5 to 9 years,Persons: 10 to 14 years,Persons: 15 to 17 years,Persons: 18 and 19 years,Persons: 20 years,Persons: 21 years,Persons: 22 to 24 years,Persons: 25 to 29 years,Persons: 30 to 34 years,Persons: 35 to 44 years,Persons: 45 to 54 years,Persons: 55 to 59 years,Persons: 60 and 61 years,Persons: 62 to 64 years,Persons: 65 to 74 years,Persons: 75 to 84 years,Persons: 85 years and over,Persons: 18-24,Persons: 25-34,Persons: 35-44,Persons: 45-54,Persons: 55-64,Persons: 65+,Persons: White (single race),Persons: Black or African American (single race),Persons: American Indian and Alaska Native (single race),Persons: Asian and Pacific Islander and Other Race (single race),Persons: Two or More Races,Persons: Asian and Pacific Islander and Other and Two or More Races,Total Race,Persons: 25 years and over ~ Less than 9th grade,Persons: 25 years and over ~ 9th grade to 3 years of college (until 1980) or to some college or associate's degree (since 1990),Persons: 25 years and over ~ 4 or more years of college (until 1980) or bachelor's degree or higher (since 1990),"Families: Income less than $10,000","Families: Income $10,000 to $14,999","Families: Income $15,000 to $24,999","Families: Income $25,000 to $49,999","Families: Income $50,000 or more",approx avg income,estimated sd,dem_vote,gop_vote,lean_prev,lean_prev2,dem_vote_lean_prev2,gop_vote_lean_prev2,hlean_prev2,hlean_prev
1968,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483988945,0.516011055,0.01989,-1.00E-04,0.5001,0.4999,0.025542417,0.055232283
1968,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430322788,0.569677212,0.05223,0.05318,0.44682,0.55318,0.042033267,0.047428966
1968,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435021742,0.564978258,-0.00546,0.06832,0.43168,0.56832,0.02391306,0.035887699
1968,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387626492,0.612373508,0.06908,0.10803,0.39197,0.60803,0.125292119,0.145358041
1968,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462282779,0.537717221,-0.02766,0.03674,0.46326,0.53674,-0.077070696,-0.015457448
1968,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545913779,0.454086221,0.18276,-0.13731,0.63731,0.36269,-0.144741571,-0.305907841
1968,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.562160149,0.437839851,-0.07381,0.07131,0.42869,0.57131,0.012541834,-0.034711018
1968,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.509616067,0.490383933,-0.04009,-0.03531,0.53531,0.46469,-0.090527923,-0.048577041
1968,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657056021,0.342943979,-0.15008,-0.10275,0.60275,0.39725,-0.099334504,-0.093943902
1968,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53752294,0.46247706,-0.05376,-0.00927,0.50927,0.49073,-0.007878486,0.026294441
1968,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565648079,0.434351921,-0.02451,-0.00633,0.50633,0.49367,0.570376641,0.028752405
1968,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.629887941,0.370112059,0.48601,-0.09482,0.59482,0.40518,-0.331800896,-0.308857705
1968,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.493610981,0.506389019,-0.02589,-0.00175,0.50175,0.49825,-0.054616097,-0.024465363
1968,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.451140928,0.548859072,0.02226,0.01339,0.48661,0.51339,0.076451203,0.057885746
1968,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347159348,0.652840652,0.08854,0.12154,0.37846,0.62154,0.083959772,0.132671625
1968,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452947244,0.547052756,0.02879,-0.01079,0.51079,0.48921,-0.062552676,-0.163912335
1968,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457417371,0.542582629,-0.02429,0.03501,0.46499,0.53501,0.063472183,0.120627927
1968,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488172059,0.511827941,-0.04499,-0.00319,0.50319,0.49681,0.023316089,0.018402916
1968,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433931675,0.566068325,0.0192,-0.00287,0.50287,0.49713,0.004058269,-0.019559868
1968,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529009918,0.470990082,-0.0719,-0.02553,0.52553,0.47447,-0.009221946,-0.004811026
1968,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425282575,0.574717425,0.0531,-0.02026,0.52026,0.47974,-0.033653288,-0.016106637
1968,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40597075,0.59402925,0.03403,0.05536,0.44464,0.55536,0.071374277,0.103842241
1968,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487050636,0.512949364,-0.01482,0.03367,0.46633,0.53367,0.056929214,0.084523151
1968,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401485317,0.598514683,0.05715,0.09103,0.40897,0.59103,-0.059955091,-0.011824365
1968,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467700336,0.532299664,-0.02461,0.02705,0.47295,0.52705,-0.031284741,0.038709409
1968,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519472472,0.480527528,-0.03705,-0.01081,0.51081,0.48919,0.011508936,0.034381129
1968,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668293225,0.331706775,-0.19411,-0.13545,0.63545,0.36455,-0.175915202,-0.100280856
1968,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437353282,0.562646718,0.20356,-0.01155,0.51155,0.48845,-0.319419028,-0.194220774
1968,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44060792,0.55939208,0.05849,0.08297,0.41703,0.58297,0.14194629,0.150724092
1968,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426344187,0.573655813,0.05954,0.03702,0.46298,0.53702,-0.011940541,0.012726801
1968,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507808717,0.492191283,-0.01977,-0.00927,0.50927,0.49073,-0.108849422,-0.321505952
1968,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396226033,0.603773967,0.06597,0.04903,0.45097,0.54903,0.041329172,0.150489755
1968,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452100105,0.547899895,-0.04847,0.08733,0.41267,0.58733,0.119339662,0.168772102
1968,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428376518,0.571623482,0.07771,0.02834,0.47166,0.52834,-0.054146391,-0.081174309
1968,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511426287,0.488573713,-0.00917,0.01303,0.48697,0.51303,0.057993087,-0.000736714
1968,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548805392,0.451194608,-0.06476,-0.0265,0.5265,0.4735,-0.014007714,-0.017653276
1968,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.480371773,0.519628227,-0.00734,0.01948,0.48052,0.51948,0.049438959,0.05049105
1968,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.389086994,0.610913006,0.04903,0.05098,0.44902,0.55098,0.062431073,0.035398036
1970,1,G010,Alabama,10,Alabama,3444165,2011941,1280325,731616,1432224,1661941,1782224,301031,347305,371822,213362,128389,61297,57045,156202,216947,191048,382941,372973,168516,63333,85993,207904,93639,24418,402933,407995,382941,372973,317842,325961,2533831,903467,2443,4424,,4424,3444165,665720,1001142,141936,601654,175084,77663,16296,3962,10.13153469,,,1,,,0.5,0.5,,
1970,2,G020,Alaska,20,Alaska,300382,145512,0,145512,154870,163258,137124,32075,36709,34248,16827,9941,7244,8411,19921,26711,22588,38021,26939,8550,2449,2861,4704,1508,675,45517,49299,38021,26939,13860,6887,236767,8911,16276,38428,,38428,300382,24842,91024,19082,25119,16368,18808,5825,550,15.24344533,,,1,,,0.5,0.5,,
1970,4,G040,Arizona,40,Arizona,1770900,1408864,1157541,251323,362036,871006,899894,158675,185514,193342,106444,64924,31561,30394,84600,116393,100450,195323,189873,79678,30329,41926,107740,44233,9501,211479,216843,195323,189873,151933,161474,1604948,53344,95812,16796,,16796,1770900,227343,573374,115020,243651,113236,63877,14598,3027,11.80001551,,,1,,,0.5,0.5,,
1970,5,G050,Arkansas,50,Arkansas,1923295,960865,378624,582241,962430,932310,990985,158050,186652,196133,114175,68017,30770,30035,82234,115788,98984,197701,208012,101588,40206,57190,146615,72336,18809,211056,214772,197701,208012,198984,237760,1565915,352445,2014,2921,,2921,1923295,424570,562564,70378,382682,81844,31336,7528,1805,9.39482576,,,1,,,0.5,0.5,,
1970,6,G060,California,60,California,19953134,18136045,16147770,1988275,1817089,9816685,10136449,1642683,1918127,1963681,1111481,705898,359833,349557,1031576,1457614,1219389,2358549,2329755,933244,332347,438423,1105236,553050,142691,2446864,2677003,2358549,2329755,1704014,1800977,17761032,1400143,91018,700941,,700941,19953134,2150512,7263205,1462266,2267812,1398973,1029394,257628,47448,13.43050424,,,1,,,0.5,0.5,,
1970,8,G080,Colorado,80,Colorado,2207259,1733311,1424011,309300,473948,1089377,1117882,186368,224171,233679,129793,87658,44014,44673,115821,157420,133784,255624,234200,93164,33901,45098,111442,60207,16242,292166,291204,255624,234200,172163,187891,2112352,66411,8836,19660,,19660,2207259,228033,742779,170326,290481,148745,84390,19895,3654,12.06325697,,,1,,,0.5,0.5,,
1970,9,G090,Connecticut,90,Connecticut,3031709,2345052,2101658,243394,686657,1470487,1561222,253262,295966,304211,167520,96533,46314,44931,138549,206011,168754,355947,381691,157029,54950,71133,174810,91676,22422,326327,374765,355947,381691,283112,288908,2835458,181177,2222,12852,,12852,3031709,439705,1015590,230303,283170,245575,176993,50653,11260,14.76676901,,,1,,,0.5,0.5,,
1970,10,G100,Delaware,100,Delaware,548104,395569,349674,45895,152535,267332,280772,48472,57682,59228,31719,19613,8855,8780,26150,38193,32247,65532,63422,24396,8635,11347,27182,13298,3353,63398,70440,65532,63422,44378,43833,466459,78276,656,2713,,2713,548104,66881,182884,37630,66411,39889,23430,6048,1137,12.73903152,,,1,,,0.5,0.5,,
1970,11,G110,District of Columbia,110,District Of Columbia,756510,756510,756510,0,0,351491,405019,59735,64222,64424,35725,29884,16433,16430,46775,64900,47625,84974,83676,37994,13968,18942,44849,20399,5555,109522,112525,84974,83676,70904,70803,209272,537712,956,8570,,8570,756510,101383,246435,75233,85451,37005,27924,10752,2350,13.44887816,,,1,,,0.5,0.5,,
1970,12,G120,Florida,120,Florida,6789443,5468137,4133783,1334354,1321306,3275571,3513872,501179,605714,643014,359134,217642,105736,100813,289968,403096,358665,746867,761987,347337,143497,215428,646681,285116,57569,714159,761761,746867,761987,706262,989366,5719343,1041651,6677,21772,,21772,6789443,1104113,2456504,407264,1107363,399625,225035,63255,16089,11.49755461,,,1,,,0.5,0.5,,
1970,13,G130,Georgia,130,Georgia,4589575,2768074,1880160,887914,1821501,2230696,2358879,421709,470311,480924,271344,171227,88770,84010,244169,330790,273995,517074,485103,207126,76621,98944,235106,105226,27126,588176,604785,517074,485103,382691,367458,3391242,1187149,2347,8837,,8837,4589575,853686,1285127,216997,713881,261507,136721,30860,6802,11.01769352,,,1,,,0.5,0.5,,
1970,15,G150,Hawaii,150,Hawaii,768561,638683,442397,196286,129878,399205,369356,70811,79836,79812,44170,27673,16703,18168,46684,59459,47633,95529,84252,30343,10484,12888,29489,11614,3013,109228,107092,95529,84252,53715,44116,298160,7573,1126,461702,,461702,768561,95336,235760,53747,70471,44688,42265,11786,1519,14.36836741,,,1,,,0.5,0.5,,
1970,16,G160,Idaho,160,Idaho,712567,385434,85187,300247,327133,355750,356817,63840,72961,79497,46930,27135,11807,10867,30652,44360,38609,74933,77854,35159,13130,17057,40236,21866,5674,80461,82969,74933,77854,65346,67776,698802,2130,6687,4948,,4948,712567,80633,251531,36748,112210,43642,18519,4249,828,10.71515146,,,1,,,0.5,0.5,,
1970,17,G170,Illinois,170,Illinois,11113976,9229821,7873782,1356039,1884155,5391836,5722140,936950,1098592,1134688,625393,385669,175929,165279,502436,747420,636444,1268932,1296554,568193,205224,272619,672286,340187,81181,1229313,1383864,1268932,1296554,1046036,1093654,9600381,1425674,11413,76508,,76508,11113976,1738813,3722690,627825,1211196,845811,574299,136685,26203,13.4664601,,,1,,,0.5,0.5,,
1970,18,G180,Indiana,180,Indiana,5193669,3372060,2395133,976927,1821609,2531170,2662499,455676,529024,545903,309690,192550,88801,83833,242090,345862,293609,582399,578857,243982,88726,118858,298723,155165,39921,607274,639471,582399,578857,451566,493809,4820324,357464,3887,11994,,11994,5193669,729530,1788208,228676,663859,401727,209511,39974,6603,11.99469045,,,1,,,0.5,0.5,,
1970,19,G190,Iowa,190,Iowa,2824376,1616405,842154,774251,1207971,1372867,1451509,233212,280101,293440,168184,105291,45197,41990,116504,167505,147263,296896,310852,140549,53945,73154,200561,118090,31642,308982,314768,296896,310852,267648,350293,2782762,32596,2992,6026,,6026,2824376,401332,999137,140119,410242,190896,91734,21061,3843,11.38319824,,,1,,,0.5,0.5,,
1970,20,G200,Kansas,200,Kansas,2246578,1484870,785933,698937,761708,1101573,1145005,175049,212731,227198,131376,85836,41938,41270,105214,139029,118237,243772,247172,110211,42291,59053,154418,87884,23899,274258,257266,243772,247172,211555,266201,2122068,106977,8672,8861,,8861,2246578,298380,788129,139479,346177,143390,70914,17707,3661,11.29585425,,,1,,,0.5,0.5,,
1970,21,G210,Kentucky,210,Kentucky,3218706,1684053,1120873,563180,1534653,1579036,1639670,271099,317243,333392,192308,126448,59574,55198,150510,204197,176793,350340,349053,155644,58773,80706,207107,103733,26588,391730,380990,350340,349053,295123,337428,2981766,230793,1531,4616,,4616,3218706,768297,821458,123543,557178,172466,75649,16317,3612,10.24189673,,,1,,,0.5,0.5,,
1970,22,G220,Louisiana,220,Louisiana,3641306,2406150,1703126,703024,1235156,1771484,1869822,348323,397447,410669,231318,144640,68133,60685,170491,233630,198964,393546,373121,161508,60231,81893,199721,84631,22355,443949,432594,393546,373121,303632,306707,2541498,1086832,5294,7682,,7682,3641306,698399,947723,163792,579200,181927,86253,20020,5372,10.54937315,,,1,,,0.5,0.5,,
1970,23,G230,Maine,230,Maine,992048,504157,171811,332346,487891,482865,509183,84622,99402,101957,57866,35495,16768,15888,42374,58502,51208,109027,109720,49095,19216,26316,68687,36071,9834,110525,109710,109027,109720,94627,114592,985276,2800,2195,1777,,1777,992048,136825,356017,44981,161082,59339,22708,4359,666,10.2230228,,,1,,,0.5,0.5,,
1970,24,G240,Maryland,240,Maryland,3922399,3003935,2588919,415016,918464,1916321,2006078,344267,404492,409928,222805,133334,64719,64184,196552,286425,238005,471887,463893,178469,62126,81631,191994,86550,21138,458789,524430,471887,463893,322226,299682,3194888,699479,4239,23793,,23793,3922399,570358,1221953,290238,420446,274698,211727,58375,8897,13.82520277,,,1,,,0.5,0.5,,
1970,25,G250,Massachusetts,250,Massachusetts,5689170,4810449,4334196,476253,878721,2719398,2969772,470066,542364,555393,307941,206615,98801,94621,270983,371597,295250,627682,668757,290128,108569,144218,381011,203724,51450,671020,666847,627682,668757,542915,636185,5477624,175817,4475,31254,,31254,5689170,712334,2035659,394470,611029,429653,271951,65797,12552,13.29684568,,,1,,,0.5,0.5,,
1970,26,G260,Michigan,260,Michigan,8875083,6553773,5658843,894930,2321310,4348648,4526435,804463,923818,979265,543824,328800,147268,141907,413567,593598,488765,1002322,1007008,411253,144657,191613,466622,231850,54483,1031542,1082363,1002322,1007008,747523,752955,7833474,991066,16854,33689,,33689,8875083,1155935,3005611,432915,937760,668305,467648,98841,17715,13.38020809,,,1,,,0.5,0.5,,
1970,27,G270,Minnesota,270,Minnesota,3804971,2527308,1901834,625474,1277663,1863810,1941161,331771,402635,415021,232060,141345,62354,58893,170790,249516,206769,395573,396860,177011,66161,89293,240406,134773,33740,433382,456285,395573,396860,332465,408919,3736038,34868,23128,10937,,10937,3804971,566065,1203370,220932,465248,269105,147028,33541,6410,12.2644671,,,1,,,0.5,0.5,,
1970,28,G280,Mississippi,280,Mississippi,2216912,986642,320592,666050,1230270,1074217,1142695,209606,237772,252427,143962,89009,41171,36149,96012,128157,114489,223597,219439,104786,41276,56740,141404,63599,17317,262341,242646,223597,219439,202802,222320,1393283,815770,4113,3746,,3746,2216912,430091,592135,89563,402627,87521,34470,7862,1964,9.43770816,,,1,,,0.5,0.5,,
1970,29,G290,Missouri,290,Missouri,4676501,3277662,2576558,701104,1398839,2255952,2420549,371072,448601,470754,262445,167208,76262,70922,207513,298326,251998,509814,518134,239820,92993,129983,337192,177594,45870,521905,550324,509814,518134,462796,560656,4177495,480172,5405,13429,,13429,4676501,880012,1488802,233465,692071,306207,161583,36154,8736,11.54987172,,,1,,,0.5,0.5,,
1970,30,G300,Montana,300,Montana,694409,370676,142102,228574,323733,347005,347404,57054,72258,78618,45195,25151,11297,10934,29291,42202,37677,74998,77837,34726,12348,16087,38826,23694,6216,76673,79879,74998,77837,63161,68736,663043,1995,27130,2241,,2241,694409,91558,232814,40136,105737,42564,18440,4159,912,10.85705015,,,1,,,0.5,0.5,,
1970,31,G310,Nebraska,310,Nebraska,1483493,912598,588292,324306,570895,724455,759038,120222,147228,152969,87072,56103,25754,23928,65005,89053,77931,159081,156963,71788,28289,38581,105221,61964,16341,170790,166984,159081,156963,138658,183526,1432867,39911,6624,4091,,4091,1483493,203802,523178,77643,226926,91342,43841,10065,1986,11.04731799,,,1,,,0.5,0.5,,
1970,32,G320,Nevada,320,Nevada,488738,395336,336368,58968,93402,247798,240940,43844,50652,49560,26093,14092,7416,7824,23835,37482,34120,62483,58822,23671,7983,9893,21091,7990,1887,53167,71602,62483,58822,41547,30968,448177,27762,7933,4866,,4866,488738,40147,196350,28592,56362,36518,24926,5441,923,13.0691109,,,1,,,0.5,0.5,,
1970,33,G330,New Hampshire,330,New Hampshire,737681,416040,173943,242097,321641,360672,377009,65356,74921,73999,39935,27329,12829,12302,33391,48435,40835,81436,81316,35325,13529,18331,47583,24386,6443,85851,89270,81436,81316,67185,78412,733106,2505,361,1709,,1709,737681,97876,256652,43153,96160,55575,25928,5038,1124,11.74808922,,,1,,,0.5,0.5,,
1970,34,G340,New Jersey,340,New Jersey,7168164,6373405,6078372,295033,794759,3467373,3700791,589226,692648,710409,392562,219269,103383,99119,306696,463164,403475,879421,917081,380677,136379,177666,439869,209210,47910,728467,866639,879421,917081,694722,696989,6349908,770292,4706,43258,,43258,7168164,1136055,2440425,480126,743272,552690,413366,110045,19436,14.11959399,,,1,,,0.5,0.5,,
1970,35,G350,New Mexico,350,New Mexico,1016000,700790,297451,403339,315210,500824,515176,96659,119216,122820,67521,37643,17676,17305,47714,65157,59569,116064,101770,41728,14934,19613,44988,20607,5016,120338,124726,116064,101770,76275,70611,915815,19555,72788,7842,,7842,1016000,135380,291893,62350,155926,50875,28523,6235,1181,10.79454148,,,1,,,0.5,0.5,,
1970,36,G360,New York,360,New York,18236967,15602486,14267804,1334682,2634481,8715339,9521628,1486743,1679035,1711644,963853,599326,285914,273425,823037,1226209,1038364,2152492,2194389,979622,370825,491337,1244433,582416,133903,1981702,2264573,2152492,2194389,1841784,1960752,15834090,2168949,28355,205573,,205573,18236967,2906721,6273299,1238535,2120063,1268639,907418,256207,57311,13.61340652,,,1,,,0.5,0.5,,
1970,37,G370,North Carolina,370,North Carolina,5082059,2283287,1210551,1072736,2798772,2488367,2593692,437145,494799,520719,306379,213135,106116,99015,258941,346705,297201,589087,562048,237113,87039,112497,268542,116929,28649,677207,643906,589087,562048,436649,414120,3901767,1126478,44406,9408,,9408,5082059,983233,1439413,223626,856128,287385,116154,26430,6369,10.3500506,,,1,,,0.5,0.5,,
1970,38,G380,North Dakota,380,North Dakota,617761,273442,53420,220022,344319,311609,306152,51338,64220,70334,40458,24311,11337,10643,26787,34603,30849,64198,63947,30923,11730,15715,39164,21536,5668,73078,65452,64198,63947,58368,66368,599485,2494,14369,1413,,1413,617761,122998,168639,26702,97458,31752,14629,3765,631,10.52516949,,,1,,,0.5,0.5,,
1970,39,G390,Ohio,390,Ohio,10652017,8025775,6642374,1383401,2626242,5163373,5488644,921030,1059474,1127185,630608,381613,175162,167832,490375,691686,600136,1222941,1245079,512314,183652,245236,604580,314990,78124,1214982,1291822,1222941,1245079,941202,997694,9646997,970477,6654,27889,,27889,10652017,1438033,3734098,528186,1283354,827029,466606,94598,19543,12.51021337,,,1,,,0.5,0.5,,
1970,40,G400,Oklahoma,400,Oklahoma,2559229,1740137,1049072,691065,819092,1246355,1312874,197269,237875,253367,148231,93304,44891,43073,119486,162855,139613,283055,282306,131623,50521,72004,182761,92408,24587,300754,302468,283055,282306,254148,299756,2280362,171892,98468,8507,,8507,2559229,419578,860447,142544,446951,143731,68862,15411,4301,10.60428174,,,1,,,0.5,0.5,,
1970,41,G410,Oregon,410,Oregon,2091385,1402704,984052,418652,688681,1023952,1067433,164060,194345,211284,127994,75368,34160,32777,95701,138978,115599,225782,243391,110739,40443,53965,135922,72163,18714,238006,254577,225782,243391,205147,226799,2032079,26308,13510,19488,,19488,2091385,248540,771312,136172,292226,152677,76859,16856,3865,11.82193636,,,1,,,0.5,0.5,,
1970,42,G420,Pennsylvania,420,Pennsylvania,11793909,8430410,6921979,1508431,3363499,5665414,6128495,926187,1082755,1168554,670606,404824,182041,172886,497498,705823,609374,1367787,1515325,658686,239895,319542,790115,390427,91584,1257249,1315197,1367787,1515325,1218123,1272126,10737732,1016514,5533,34130,,34130,11793909,1952043,4152605,585290,1610453,848781,434007,96779,21110,11.88109979,,,1,,,0.5,0.5,,
1970,44,G440,Rhode Island,440,Rhode Island,946725,824930,745238,79692,121795,464291,482434,76035,85874,88289,49831,35849,19971,19540,48452,59319,47276,103702,115155,50268,18460,24772,63916,32298,7718,123812,106595,103702,115155,93500,103932,914757,25338,1390,5240,,5240,946725,158040,316843,49199,123277,68772,35052,7670,1896,12.05683091,,,1,,,0.5,0.5,,
1970,45,G450,South Carolina,450,South Carolina,2590516,1232195,649436,582759,1358321,1272087,1318429,235764,269242,282703,167454,113427,54627,49684,133891,174904,145341,286000,277119,114088,42075,53237,125224,52786,12950,351629,320245,286000,277119,209400,190960,1794430,789041,2241,4804,,4804,2590516,488627,680091,115119,420545,138573,56213,10989,2369,10.16400796,,,1,,,0.5,0.5,,
1970,46,G460,South Dakota,460,South Dakota,665507,296628,76006,220622,368879,330033,335474,54258,68635,74505,43522,26467,11749,10619,26278,35367,31705,68821,71436,32405,12381,16875,46837,26938,6709,75113,67072,68821,71436,61661,80484,630333,1627,32365,1182,,1182,665507,118360,201094,30043,110387,32828,14221,3736,769,10.28309076,,,1,,,0.5,0.5,,
1970,47,G470,Tennessee,470,Tennessee,3923687,2305307,1488624,816683,1618380,1897674,2026013,324733,376310,395738,228946,149008,70218,65315,185644,263668,227573,446580,439066,194376,73963,98624,242166,112897,28862,470185,491241,446580,439066,366963,383925,3293930,621261,2276,6220,,6220,3923687,850864,1109100,167982,696261,209482,92668,21181,4854,10.25339501,,,1,,,0.5,0.5,,
1970,48,G480,Texas,480,Texas,11196730,8920946,6917345,2003601,2275784,5481169,5715561,1000509,1145250,1182709,671368,421384,206062,195869,556576,762641,644455,1277585,1183498,510476,190268,256021,627758,290626,73675,1379891,1407096,1277585,1183498,956765,992059,9717128,1399005,17957,62640,,62640,11196730,1758413,3426266,632476,1691402,660364,358885,88028,19444,11.36622284,,,1,,,0.5,0.5,,
1970,49,G490,Utah,490,Utah,1059273,851472,733179,118293,207801,523265,536008,111798,117179,123572,71301,45306,19768,20526,57565,72167,57794,107548,100983,41226,15111,19868,48175,23389,5997,143165,129961,107548,100983,76205,77561,1031926,6617,11273,9457,,9457,1059273,66782,356727,68828,138218,69116,34253,6733,1421,11.51432284,,,1,,,0.5,0.5,,
1970,50,G500,Vermont,500,Vermont,444330,142889,0,142889,301441,217166,227164,39658,45905,45652,25551,18846,8148,7761,20100,28924,23748,46682,46293,20599,8091,10884,28370,14903,4215,54855,52672,46682,46293,39574,47488,442553,761,229,787,,787,444330,61127,144791,26725,62138,28440,13275,3087,471,11.23770843,,,1,,,0.5,0.5,,
1970,51,G510,Virginia,510,Virginia,4648494,2934841,2397006,537835,1713653,2297121,2351373,392093,456958,474282,265947,174925,93591,91674,254553,335045,280402,549962,530388,210620,74752,97281,233154,106122,26745,614743,615447,549962,530388,382653,366021,3761514,861368,4853,20759,,20759,4648494,788397,1356742,300943,653834,278152,177035,46119,7116,11.92301911,,,1,,,0.5,0.5,,
1970,53,G530,Washington,530,Washington,3409169,2476468,1873418,603050,932701,1693747,1715422,280442,328397,348892,202043,127860,63821,60634,171509,238704,193398,373848,392654,166878,59964,78064,191343,102999,27719,423824,432102,373848,392654,304906,322061,3251055,71308,33386,53420,,53420,3409169,345420,1248176,232292,406109,259746,157693,33350,5644,12.65720742,,,1,,,0.5,0.5,,
1970,54,G540,West Virginia,540,West Virginia,1744237,679491,340614,338877,1064746,844669,899568,138249,158638,176871,106479,65907,29060,27106,72487,98212,90105,194910,210766,96269,35777,48927,120923,58538,15013,194560,188317,194910,210766,180973,194474,1673480,67342,751,2664,,2664,1744237,395730,508066,65640,319418,91517,35447,6713,1398,9.781043932,,,1,,,0.5,0.5,,
1970,55,G550,Wisconsin,550,Wisconsin,4417731,2910418,2066645,843773,1507313,2167373,2250358,382227,461184,474178,266054,167099,73971,68508,194619,272746,233701,470246,475931,215918,79518,108966,284070,151207,37588,504197,506447,470246,475931,404402,472865,4258959,128224,18924,11624,,11624,4417731,695267,1407186,227343,533170,331090,170359,36003,6853,12.1971113,,,1,,,0.5,0.5,,
