year,state,year,state,lean_current,dem_share,lean_prev,rdi_yr_to_election,rdi_election_year_change,inc_midterm_change,inc_has_house,inc_tenure,gdp_yoy,inflation_yoy,unemployment,inc_pres,state_pop,state_evs,inc_party_cand_approval,inc_pres_approval,inc_party,inc_candidate,noninc_candidate,rosenstone_inc_new_deal,rosenstone_inc_race,rosenstone_noninc_new_deal,rosenstone_noninc_race,spliced_BPHI_inc,spliced_BPHI_noninc,inc_nom_dim1,inc_nom_dim2,noninc_nom_dim1,noninc_nom_dim2,inc_share,inc_lean_current,inc_hlean_prev,inc_hlean_prev2,inc_hlean_prev3,inc_hlean_prev4,inc_hshare_prev,inc_hshare_prev2,inc_hshare_prev3,inc_hshare_prev4,inc_lean_prev,inc_lean_prev2,inc_lean_prev3,inc_lean_prev4,inc_lean_trend,inc_evs,spliced_diff_natl,inc_home_state,noninc_home_state,inc_vp_home_state,noninc_vp_home_state,inc_south_bonus,noninc_south_bonus,state_liberalism,rstone_state_ndsw,rstone_state_race,state_nom_dim1,state_nom_dim2,state_citizen_nom,berry_citizen,berry_gov,inc_cfscore,noninc_cfscore,mean_cfscore_adj,mean_cfscore_unweighted,mean_cfscore_adj_smooth,mean_cfscore_smooth,mean_cfscore,nom_dim1_inc_minus_noninc,nom_dim2_inc_minus_noninc,nom_norm_inc_minus_noninc,inc_minus_noninc_rstone_ndsw,inc_minus_noninc_rstone_race,berry_inc_minus_noninc_citizen,berry_inc_minus_noninc_nom,rstone_race_continuous,splice_inc_minus_noninc,inc_minus_noninc_dime
1968,VT,1968,VT,0.04384,0.452100105,-0.04847,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,430,3,,43,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.223166388,0.605250911,0.861776319,67.95918659,37.49587542,-0.397,-0.093,0.552,-0.834,0.452100105,-0.04384,-0.168772102,-0.119339662,-0.087049635,-0.116921832,0.343616248,0.343616248,0.343616248,0.343616248,0.04847,-0.08733,-0.14427,-0.16225,0.19274,0,0.43890283,0,0,0,0,0,0,57.8462936,-1.74109516,-2.15408591,-0.228347426,-0.564666667,,69.11832428,66.95049286,,,,,,,,-0.611694852,0.202333333,-0.611694852,0.082287711,-0.767943264,-30.46331117,332.5578136,-2.084942707,30.46331117,
1968,VA,1968,VA,0.06756,0.428376518,0.07771,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,4558,12,,43,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.223166388,0.605250911,0.861776319,67.95918659,37.49587542,-0.397,-0.093,0.552,-0.834,0.428376518,-0.06756,0.081174309,0.054146391,0.080354711,0.127800039,0.593562658,0.593562658,0.593562658,0.593562658,-0.07771,-0.02834,-0.0132,-0.01053,-0.06451,0,0.43890283,0,0,0,0,0,0,27.98945451,0.934486103,0.6249983,0.250616729,0.692179487,0.144544726,9.433276176,47.84331131,,,,,,,,0.346233459,-0.741,0.346233459,1.040216022,1.745749043,30.46331117,332.5578136,1.611386669,30.46331117,
1968,WA,1968,WA,-0.01549,0.511426287,-0.00917,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,3270,9,,43,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.223166388,0.605250911,0.861776319,67.95918659,37.49587542,-0.397,-0.093,0.552,-0.834,0.511426287,0.01549,0.000736714,-0.057993087,-0.136552129,-0.120091294,0.513125063,0.513125063,0.513125063,0.513125063,0.00917,-0.01303,0.03492,0.00586,-0.02575,9,0.43890283,0,0,0,0,0,0,59.11273608,-0.639385228,-1.250883542,-0.147589527,-0.001,-0.126480605,59.05485916,48.75112152,,,,,,,,-0.450179054,-0.741,-0.450179054,0.243803509,0.359390069,-12.65465631,332.5578136,-2.084942707,30.46331117,
1968,WV,1968,WV,-0.05287,0.548805392,-0.06476,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,1763,7,,43,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.223166388,0.605250911,0.861776319,67.95918659,37.49587542,-0.397,-0.093,0.552,-0.834,0.548805392,0.05287,0.017653276,0.014007714,0.040044105,0.025304269,0.530041626,0.530041626,0.530041626,0.530041626,0.06476,0.0265,0.03674,0.07376,0.02802,7,0.43890283,0,0,0,0,0,0,49.9829566,0.116073011,0.034442905,-0.193017213,0.292879464,-0.12519562,64.71572876,65.36720276,,,,,,,,-0.541034426,-0.741,-0.541034426,0.152948137,0.947148998,-23.9763955,332.5578136,0.43027588,30.46331117,
1968,WI,1968,WI,0.01557,0.480371773,-0.00734,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,4345,12,,43,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.223166388,0.605250911,0.861776319,67.95918659,37.49587542,-0.397,-0.093,0.552,-0.834,0.480371773,-0.01557,-0.05049105,-0.049438959,-0.021376924,-0.055129303,0.4618973,0.4618973,0.4618973,0.4618973,0.00734,-0.01948,-0.04186,-0.05709,0.0492,0,0.43890283,0,0,0,0,0,0,61.8109128,-1.14931954,-0.903498015,-0.08427657,-0.023041667,-0.039854665,51.1652565,36.65405273,,,,,,,,-0.323553141,-0.741,-0.323553141,0.370429422,0.315306736,3.124549015,332.5578136,-1.445605962,30.46331117,
1968,WY,1968,WY,0.10685,0.389086994,0.04903,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,324,3,,43,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.223166388,0.605250911,0.861776319,67.95918659,37.49587542,-0.397,-0.093,0.552,-0.834,0.389086994,-0.10685,-0.035398036,-0.062431073,-0.133703925,-0.068160812,0.476990314,0.476990314,0.476990314,0.476990314,-0.04903,-0.05098,-0.02326,-0.07384,-0.02577,0,0.43890283,0,0,0,0,0,0,48.80746537,-0.947864009,-0.278204068,-0.025676211,0.044333333,,43.86290359,32.06155014,,,,,,,,-0.206352421,-0.741,-0.206352421,0.487630142,0.450056736,17.72925483,332.5578136,-0.195018067,30.46331117,
1968,USA,1968,USA,0,0.495940536,0,1.044731425,1.03014405,-0.060246743,1,8,0.0496,0.043,3.6,0,,,,43,0,Humphrey_1968,Nixon_1968,-1.144233474,-1.223166388,0.605250911,0.861776319,67.95918659,37.49587542,-0.397,-0.093,0.552,-0.834,0.495940536,0,,,,,0.51238835,0.51238835,0.51238835,0.51238835,0,0,0,0,0,,0.43890283,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1972,AL,1972,AL,0.12148,0.260670398,-0.07634,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,3539.4,9,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.739329602,0.12148,-0.171002549,-0.191652539,-0.096213125,0.0859868,0.284694851,0.284694851,0.284694851,0.284694851,-0.07634,0.30861,-0.07137,-0.16686,,9,-0.91166968,0,0,0,0,0,0,27.95281857,2.300606418,1.708841142,0.198840297,0.611584091,0.002720436,15.88528061,56.23742676,,,,,,,,-0.418680594,1.057,-0.418680594,-1.731883332,-2.001546792,-39.75678961,-434.0116199,-2.335135831,-39.75678961,
1972,AK,1972,AK,0.00887,0.373284569,0.01093,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,324.464,3,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.626715431,0.00887,-0.006618309,3.07E-05,0.028858448,0.055196482,0.449079092,0.449079092,0.449079092,0.449079092,0.01093,-0.04447,0.01024,,,3,-0.91166968,0,0,0,0,0,0,62.26310135,,,-0.266118978,0.19225,,73.82514191,67.43586731,,,,,,,,0.511237957,0.9955,0.511237957,-0.801964781,-1.16287861,35.4802954,-434.0116199,,-39.75678961,
1972,AZ,1972,AZ,0.05199,0.330156048,0.10596,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,2008.291,6,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.669843952,0.05199,0.089551376,0.062233855,0.073488814,0.069676091,0.545248777,0.545248777,0.545248777,0.545248777,0.10596,0.11959,0.05668,0.03306,,6,-0.91166968,0,0,0,0,0,0,43.88018389,0.638598293,0.242874221,-0.072809283,0.0534,0.021388793,49.73628616,28.26249695,,,,,,,,0.124618567,0.7178,0.124618567,-1.188584171,-0.88517861,-12.69741609,-434.0116199,-1.264127053,-39.75678961,
1972,AR,1972,AR,0.07361,0.308537966,0.0015,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,2018.638,6,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.691462034,0.07361,0.211264628,1.46E-05,-0.039313109,0.022948673,0.666962029,0.666962029,0.666962029,0.666962029,0.0015,0.05099,-0.03739,-0.11129,,6,-0.91166968,0,0,0,0,0,0,31.92833221,-0.041314122,1.618520905,0.127549164,0.78325,-0.090168221,24.76906586,63.19919586,,,,,,,,-0.276098328,1.057,-0.276098328,-1.589301066,-2.335135831,-39.75678961,-434.0116199,-2.335135831,-39.75678961,
1972,CA,1972,CA,-0.04814,0.430288627,0.01258,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,20585.469,45,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.569711373,-0.04814,0.054754638,0.002276245,0.044192821,0.041398207,0.510452039,0.510452039,0.510452039,0.510452039,0.01258,0.02294,0.00358,-0.02176,,45,-0.91166968,1,0,0,0,0,0,67.78635411,-0.796772361,-0.271256358,-0.102747548,-0.055819372,-0.105388847,53.46697617,48.80111313,,,,,,,,0.184495097,0.499361256,0.184495097,-1.128707641,-0.666739866,-5.236036081,-434.0116199,-0.235865895,-39.75678961,
1972,CO,1972,CO,0.02625,0.355900596,0.04575,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,2404.619,7,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.644099404,0.02625,0.050277263,0.00037787,-0.019941227,-0.011435802,0.505974663,0.505974663,0.505974663,0.505974663,0.04575,-0.00137,0.04969,0.02156,,7,-0.91166968,0,0,0,0,0,0,54.68034487,-0.305724506,-0.708962121,0.067513572,-0.063,-0.028717007,32.25026703,36.97338104,,,,,,,,-0.156027144,0.485,-0.156027144,-1.469229882,-0.65237861,-39.75678961,-434.0116199,0.639545631,-39.75678961,
1972,CT,1972,CT,-0.02443,0.406582637,-0.03157,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,3068.699,8,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.593417363,-0.02443,0.041075351,-0.023141808,-0.038195155,-0.052340944,0.496772751,0.496772751,0.496772751,0.496772751,-0.03157,-0.06418,-0.03648,0.0598,,8,-0.91166968,0,0,0,0,0,0,58.58835309,-0.721226537,0.103920011,-0.191953432,-0.201447917,-0.131099173,64.58316803,54.94131088,,,,,,,,0.362906864,0.208104167,0.362906864,-0.950295874,-0.375482777,16.99634765,-434.0116199,-0.986218632,-39.75678961,
1972,DC,1972,DC,-0.40154,0.783694497,-0.32225,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,742.241,3,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.216305503,-0.40154,,,,,,,,,-0.32225,-0.24037,,,,0,-0.91166968,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1972,DE,1972,DE,-0.01453,0.39667727,0.01617,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,572.913,3,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.60332273,-0.01453,0.091090832,0.086755678,0.070139182,0.004679003,0.546788232,0.546788232,0.546788232,0.546788232,0.01617,0.00348,-0.00738,-0.02502,,3,-0.91166968,0,0,0,0,0,0,54.3606075,0.336414997,0.562468905,-0.126368697,-0.475916667,,56.41047287,39.16648865,,,,,,,,0.231737395,-0.340833333,0.231737395,-1.081465343,0.173454723,0.650957328,-434.0116199,-1.903316421,-39.75678961,
1972,FL,1972,FL,0.10336,0.278785547,0.0631,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,7511.463,17,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.721214453,0.10336,-0.000957073,-0.071754523,-0.135967596,-0.131604278,0.454740327,0.454740327,0.454740327,0.454740327,0.0631,0.10312,0.01598,-0.00481,,17,-0.91166968,0,0,0,0,0,0,30.7846827,0.676371205,0.875115879,0.125865344,0.446571429,0.00432413,24.97889137,58.61669922,,,,,,,,-0.272730688,1.057,-0.272730688,-1.585933425,-1.671521468,-39.75678961,-434.0116199,-2.335135831,-39.75678961,
1972,GA,1972,GA,0.13491,0.247244081,0.0279,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,4809.49,12,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.752755919,0.13491,-0.198326666,-0.004554568,-0.143831656,-0.123442435,0.257370735,0.257370735,0.257370735,0.257370735,0.0279,0.15588,-0.12478,-0.24813,,12,-0.91166968,0,0,0,0,0,0,30.62243618,0.374187909,1.430932721,0.246682369,0.827168269,0.044814939,9.923547745,54.60033035,,,,,,,,-0.514364737,1.057,-0.514364737,-1.827567475,-2.335135831,-39.75678961,-434.0116199,-2.335135831,-39.75678961,
1972,HI,1972,HI,0.00694,0.375208122,-0.11125,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,828.331,4,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.624791878,0.00694,-0.302939126,-0.002053684,-0.163166721,-0.040193329,0.152758274,0.152758274,0.152758274,0.152758274,-0.11125,-0.173,0.00052,,,4,-0.91166968,0,0,0,0,0,0,73.37080092,,,-0.158681445,-0.138,-0.253674367,60.43705368,70.10395813,,,,,,,,0.296362889,0.335,0.296362889,-1.016839849,-0.50237861,8.704118949,-434.0116199,,-39.75678961,
1972,ID,1972,ID,0.0937,0.28844795,0.14536,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,763.237,4,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.71155205,0.0937,0.165993504,0.000167199,0.114394102,0.077540996,0.621690905,0.621690905,0.621690905,0.621690905,0.14536,0.10544,0.03868,0.03447,,4,-0.91166968,0,0,0,0,0,0,52.10859971,-0.721226537,-0.861811752,-0.027297995,0.034375,0.103757985,44.06499863,53.50675201,,,,,,,,0.03359599,0.67975,0.03359599,-1.279606748,-0.84712861,-24.03999116,-434.0116199,0.945244894,-39.75678961,
1972,IL,1972,IL,-0.02483,0.40697874,0.01195,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,11251.948,26,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.59302126,-0.02483,0.025333143,0.003543821,0.055232283,0.025542417,0.481030543,0.481030543,0.481030543,0.481030543,0.01195,0.01989,-1.00E-04,0.01882,,26,-0.91166968,0,0,0,0,0,0,58.83254957,-0.00354121,-0.375472016,-0.072183351,-0.140611111,-0.08025228,49.65828705,42.52367401,,,,,,,,0.123366703,0.329777778,0.123366703,-1.189836035,-0.497156388,-12.85341432,-434.0116199,-0.027434579,-39.75678961,
1972,IN,1972,IN,0.04693,0.335222891,0.06562,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,5302.435,13,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.664777109,0.04693,0.03463736,0.037074441,0.047428966,0.042033267,0.49033476,0.49033476,0.49033476,0.49033476,0.06562,0.05223,0.05318,0.02389,,13,-0.91166968,0,0,0,0,0,0,44.36960284,1.016327412,-1.396785463,-0.055777027,-0.017211538,0.033270535,47.61384964,33.84018326,,,,,,,,0.090554055,0.576576923,0.090554055,-1.222648683,-0.743955534,-16.94228913,-434.0116199,2.015192315,-39.75678961,
1972,IA,1972,IA,-0.03053,0.412675179,0.06092,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,2860.287,8,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.587324821,-0.03053,0.044796503,0.000782349,0.035887699,0.02391306,0.500493903,0.500493903,0.500493903,0.500493903,0.06092,-0.00546,0.06832,0.01481,,8,-0.91166968,0,0,0,0,0,0,48.37319009,-0.419043242,-0.979922831,-0.057263964,-0.037527778,0.048225063,47.79914093,29.35110474,,,,,,,,0.093527928,0.535944444,0.093527928,-1.21967481,-0.703323055,-16.57170655,-434.0116199,1.181467052,-39.75678961,
1972,KS,1972,KS,0.07849,0.303659481,0.10831,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,2256.375,7,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.696340519,0.07849,0.11651259,0.000262621,0.145358041,0.125292119,0.57220999,0.57220999,0.57220999,0.57220999,0.10831,0.06908,0.10803,0.0792,,7,-0.91166968,0,0,0,0,0,0,46.41685428,-0.305724506,-0.465792252,0.055662895,-0.1195,0.056023536,33.72701263,50.40241241,,,,,,,,-0.132325791,0.372,-0.132325791,-1.445528529,-0.53937861,-39.75678961,-434.0116199,0.153205894,-39.75678961,
1972,KY,1972,KY,0.02786,0.354292887,0.03366,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,3335.728,9,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.645707113,0.02786,0.017971192,-0.000240287,-0.015457448,-0.077070696,0.473668592,0.473668592,0.473668592,0.473668592,0.03366,-0.02766,0.03674,-0.03187,,9,-0.91166968,0,0,0,0,0,0,47.27252941,0.78968994,-0.354628884,0.049790761,0.236677778,-0.042207281,34.45875549,62.3910141,,,,,,,,-0.120581523,1.057,-0.120581523,-1.433784261,-1.251734166,-39.75678961,-434.0116199,-0.069120842,-39.75678961,
1972,LA,1972,LA,0.07947,0.302684077,-0.04997,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,3761.646,10,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.697315923,0.07947,-0.399335659,-0.004838725,-0.305907841,-0.144741571,0.056361742,0.056361742,0.056361742,0.056361742,-0.04997,0.18276,-0.13731,-0.00329,,10,-0.91166968,0,0,0,0,0,0,30.06150474,0.147550437,2.188233168,0.193994291,0.897354167,0.058726119,16.48915482,53.91096497,,,,,,,,-0.408988582,1.057,-0.408988582,-1.72219132,-2.335135831,-39.75678961,-434.0116199,-2.335135831,-39.75678961,
1972,ME,1972,ME,-0.0029,0.385054743,-0.06622,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,1034.292,4,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.614945257,-0.0029,-0.070951942,-0.00116326,-0.034711018,0.012541834,0.384745459,0.384745459,0.384745459,0.384745459,-0.06622,-0.07381,0.07131,0.13113,,4,-0.91166968,0,0,0,0,0,0,50.99517791,0.072004613,-1.118877042,-0.175218086,-0.1420625,-0.205681905,62.49773026,60.09354401,,,,,,,,0.329436171,0.326875,0.329436171,-0.983766567,-0.49425361,12.8254721,-434.0116199,1.459375473,-39.75678961,
1972,MD,1972,MD,0.00331,0.378837768,-0.01368,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,4073.499,10,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.621162232,0.00331,0.031823383,-0.00063168,-0.048577041,-0.090527923,0.487520784,0.487520784,0.487520784,0.487520784,-0.01368,-0.04009,-0.03531,0.02283,,10,-0.91166968,0,0,1,1,0,0,61.2725419,0.411960821,-0.215674674,-0.101404704,-0.188488636,-0.104827684,53.29964066,65.45271301,,,,,,,,0.181809409,0.234022727,0.181809409,-1.131393329,-0.401401338,-5.570707101,-434.0116199,-0.347029263,-39.75678961,
1972,MA,1972,MA,-0.16294,0.545091299,-0.16112,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,5760.302,14,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.454908701,-0.16294,-0.046916912,2.39E-06,-0.093943902,-0.099334504,0.408780489,0.408780489,0.408780489,0.408780489,-0.16112,-0.15008,-0.10275,0.01751,,0,-0.91166968,0,0,0,0,0,0,81.31156554,-2.647645047,0.430462405,-0.282500108,-0.365164286,-0.194147338,75.86643982,58.89839172,,,,,,,,0.544000216,-0.119328571,0.544000216,-0.769202521,-0.048050039,39.56289123,-434.0116199,-1.639303421,-39.75678961,
1972,MI,1972,MI,-0.04444,0.426591187,-0.04158,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,9028.944,21,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.573408813,-0.04444,0.029875706,-0.000122058,0.026294441,-0.007878486,0.485573107,0.485573107,0.485573107,0.485573107,-0.04158,-0.05376,-0.00927,-0.01997,,21,-0.91166968,0,0,0,0,0,0,69.04924088,-0.494589066,-1.070243068,-0.134002576,-0.232267081,-0.145409859,57.36175156,49.21912384,,,,,,,,0.247005151,0.146465839,0.247005151,-1.066197587,-0.313844449,2.553514701,-434.0116199,1.362107526,-39.75678961,
1972,MN,1972,MN,-0.08965,0.471797556,-0.06971,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,3869.747,10,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.528202444,-0.08965,-0.009272906,0.00015062,0.028752405,0.570376641,0.446424495,0.446424495,0.446424495,0.446424495,-0.06971,-0.02451,-0.00633,-0.03945,,10,-0.91166968,0,0,0,0,0,0,50.15643642,-0.721226537,-1.23004041,-0.136456834,-0.1988,-0.109781557,57.66758347,60.15953445,,,,,,,,0.251913668,0.2134,0.251913668,-1.06128907,-0.38077861,3.165178519,-434.0116199,1.68170221,-39.75678961,
1972,MS,1972,MS,0.18152,0.200633954,-0.13395,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,2307.117,7,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.799366046,0.18152,-0.358908175,-0.000315167,-0.308857705,-0.331800896,0.096789225,0.096789225,0.096789225,0.096789225,-0.13395,0.48601,-0.09482,-0.28176,,7,-0.91166968,0,0,0,0,0,0,15.28663463,1.205191972,2.466141589,0.279303616,0.991799107,0.083901125,5.858523846,50.79045868,,,,,,,,-0.579607233,1.057,-0.579607233,-1.892809971,-2.335135831,-39.75678961,-434.0116199,-2.335135831,-39.75678961,
1972,MO,1972,MO,0.00509,0.377056649,0.00233,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,4758.78,12,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.622943351,0.00509,-0.039444164,-0.00070078,-0.024465363,-0.054616097,0.416253237,0.416253237,0.416253237,0.416253237,0.00233,-0.02589,-0.00175,-0.07861,,12,-0.91166968,0,0,0,0,0,0,43.38319885,0.714144116,,0.004394331,0.316,0.006584958,40.11573029,65.85878754,,,,,,,,-0.029788661,1.057,-0.029788661,-1.342991399,-1.41037861,-31.93852784,-434.0116199,,-39.75678961,
1972,MT,1972,MT,-0.01301,0.395159991,0.0448,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,718.732,4,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.604840009,-0.01301,-0.022080605,0.000143869,0.057885746,0.076451203,0.433616796,0.433616796,0.433616796,0.433616796,0.0448,0.02226,0.01339,-0.00617,,4,-0.91166968,0,0,0,0,0,0,45.54357067,0.147550437,-0.611694173,-0.07120106,0.344225,-0.101986367,49.53588104,63.69541168,,,,,,,,0.121402121,1.057,0.121402121,-1.191800617,-1.46682861,-13.09822633,-434.0116199,0.445009736,-39.75678961,
1972,NE,1972,NE,0.08717,0.294975264,0.14878,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,1519.013,5,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.705024736,0.08717,0.140056871,0.000231131,0.132671625,0.083959772,0.595754272,0.595754272,0.595754272,0.595754272,0.14878,0.08854,0.12154,0.07762,,5,-0.91166968,0,0,0,0,0,0,46.13636009,-0.607907802,-0.799282358,0.099380863,0.04025,0.089525241,28.27919579,47.95542145,,,,,,,,-0.219761726,0.6915,-0.219761726,-1.532964464,-0.85887861,-39.75678961,-434.0116199,0.820186105,-39.75678961,
1972,NV,1972,NV,0.01896,0.363192236,0.04299,1.076230878,1.079451042,-0.035550481,0,4,0.0689,0.033,5.6,1,546.789,3,62,62,1,Nixon_1972,McGovern_1972,0.525728893,0.77837861,-1.859931631,-1.556757221,36.2065994,75.96338901,0.552,-0.834,-0.573,0.223,0.636807764,0.01896,-0.281196603,-0.000225726,-0.163912335,-0.062552676,0.174500798,0.174500798,0.174500798,0.174500798,0.04299,0.02879,-0.01079,0.00216,,3,-0.91166968,0,0,0,0,0,0,41.85461143,0.147550437,0.49993951,0.124199263,0.519,,25.18650627,52.0199852,,,,,,,,-0.269398527,1.057,-0.269398527,-1.582601264,-1.81637861,-39.75678961,-434.0116199,-1.778257631,-39.75678961,
