,year,state,lean_current,dem_share,lean_prev,rdi_yr_to_election,rdi_election_year_change,inc_midterm_change,inc_has_house,inc_tenure,gdp_yoy,inflation_yoy,unemployment,inc_pres,state_pop,state_evs,inc_party_cand_approval,inc_pres_approval,hlean_prev,hlean_prev2,hlean_prev3,hlean_prev4,dem_hshare_prev,dem_hshare_prev2,dem_hshare_prev3,dem_hshare_prev4,lean_prev2,lean_prev3,lean_prev4,lean_trend,inc_party,inc_candidate,noninc_candidate,rosenstone_dem_new_deal,rosenstone_dem_race,spliced_BPHI_dem,dem_nom_dim1,dem_nom_dim2,dem_lean_current,rosenstone_gop_new_deal,rosenstone_gop_race,spliced_BPHI_gop,gop_nom_dim1,gop_nom_dim2,gop_share,gop_lean_current,dem_evs,spliced_diff_natl_dem_minus_gop,inc_home_state,noninc_home_state,inc_vp_home_state,noninc_vp_home_state,inc_south_bonus,noninc_south_bonus,state_liberalism,rstone_state_ndsw,rstone_state_race,state_nom_dim1,state_nom_dim2,state_citizen_nom,berry_citizen,berry_gov,dem_cfscore,gop_cfscore,mean_cfscore_adj,mean_cfscore_unweighted,mean_cfscore_adj_smooth,mean_cfscore_smooth,mean_cfscore,partisan_lean
10,1948,GA,-0.2448399999999999,0.7685407907960777,-0.27974,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,3259.0,12.0,69.0,69.0,-0.5594076121315037,-0.4816515230986592,-0.5242731081172565,,1.0,1.0,1.0,1.0,-0.3011999999999999,-0.2490599999999999,-0.3303,-0.03068,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.2448399999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.2314592092039222,-0.2448399999999999,12.0,0.47993717,0,0,0,0,0,0,-1.39871870879905,1.2,2.5,,,,,,,,,,,,,-0.29046999999999995
11,1948,HI,,,,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,,0.0,69.0,69.0,,,,,,,,,,,,,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,,0.6052509109010726,0.1080640055597281,0.57784493,,,,,0.0,0.47993717,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,1948,ID,0.00968,0.5140173493422187,0.02024,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,551.0,4.0,69.0,69.0,0.0056677802984855,0.0034968434623992,-0.0119028079456683,-0.003171288181888,0.4349246075700108,0.4349246075700108,0.4349246075700108,0.4349246075700108,0.00459,-0.03025,-0.01371,0.05049,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.00968,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4859826506577813,0.00968,4.0,0.47993717,0,0,0,0,0,0,-0.0772241839127941,9.6,7.9,,,,,,,,,,,,,0.012415
13,1948,IL,0.01945,0.5042484259892644,0.0202999999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,8552.0,28.0,69.0,69.0,-0.0059610473943301,-0.0064690472657058,-0.0092359261253852,0.0436405158428799,0.4465534352628265,0.4465534352628265,0.4465534352628265,0.4465534352628265,0.03777,0.0321,0.0236899999999999,-0.0118,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.01945,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4957515740107355,0.01945,28.0,0.47993717,0,0,0,0,0,0,0.914103510427331,6.3,8.3,,,,,,,,,,,,,0.02903499999999995
14,1948,IN,0.02777,0.4959340958873162,0.0662499999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,3877.0,13.0,69.0,69.0,-0.0072554393819682,0.0505553645710388,0.0304553882153187,0.0407553244603867,0.4478478272504645,0.4478478272504645,0.4478478272504645,0.4478478272504645,0.05716,0.04974,0.0314399999999999,0.0165099999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.02777,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5040659041126838,0.02777,0.0,0.47993717,0,0,0,0,0,0,-0.0311001893937308,3.2,9.2,,,,,,,,,,,,,0.061704999999999954
15,1948,IA,0.00975,0.5139522116336317,0.0603699999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,2543.0,10.0,69.0,69.0,0.0560991404665898,0.0860464346254711,0.094676454326965,0.0790626616789391,0.3844932474019065,0.3844932474019065,0.3844932474019065,0.3844932474019065,0.07211,0.06428,0.0008299999999999,-0.00391,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.00975,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4860477883663683,0.00975,10.0,0.47993717,0,0,0,0,0,0,-0.139074522744384,6.0,11.0,,,,,,,,,,,,,0.06623999999999995
16,1948,KS,0.0696,0.4541016670946562,0.14372,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,1892.0,8.0,69.0,69.0,0.036136435125168,0.1482078308230985,0.0813732341366183,0.1082910867403463,0.4044559527433283,0.4044559527433283,0.4044559527433283,0.4044559527433283,0.12287,0.0858299999999999,0.0432099999999999,0.05789,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.0696,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5458983329053437,0.0696,0.0,0.47993717,0,0,0,0,0,0,0.110404951187432,7.2,8.8,,,,,,,,,,,,,0.133295
17,1948,KY,-0.0539899999999999,0.5776926256797934,-0.00858,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,2817.0,11.0,69.0,69.0,-0.0729888185378704,-0.0281516258354154,-0.0890823255574905,-0.0287636944114296,0.5135812064063668,0.5135812064063668,0.5135812064063668,0.5135812064063668,-0.0258799999999999,0.0300899999999999,-0.00379,-0.0386699999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.0539899999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4223073743202066,-0.0539899999999999,11.0,0.47993717,0,0,1,0,0,0,-0.625278070904637,3.3,6.8,,,,,,,,,,,,,-0.01722999999999995
18,1948,LA,-0.12866,0.6523605150214592,-0.26831,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,2596.0,10.0,69.0,69.0,-0.5059255209882989,-0.4816515230986592,-0.5242731081172565,-0.4250770597039481,0.9465179088567952,0.9465179088567952,0.9465179088567952,0.9465179088567952,-0.30909,-0.26385,-0.33823,-0.00446,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.12866,0.6052509109010726,0.1080640055597281,0.57784493,,,0.3476394849785408,-0.12866,10.0,0.47993717,0,0,0,0,0,0,-0.161514221373261,5.0,2.0,,,,,,,,,,,,,-0.28869999999999996
19,1948,ME,0.09678,0.4269158878504673,0.06274,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,878.0,5.0,69.0,69.0,0.0740663961784912,0.2253026590084196,0.1716633570875109,0.1775930888660619,0.3665259916900051,0.3665259916900051,0.3665259916900051,0.3665259916900051,0.06166,0.19654,0.1553099999999999,-0.1337999999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.09678,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5730841121495327,0.09678,0.0,0.47993717,0,0,0,0,0,0,-0.058676488043223,9.5,7.8,,,,,,,,,,,,,0.062200000000000005
20,1948,MD,0.03083,0.4928672796236249,0.01922,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,2271.0,8.0,69.0,69.0,-0.0818012541851944,-0.0457191565977698,-0.0869446013782006,-0.0779115979736085,0.5223936420536908,0.5223936420536908,0.5223936420536908,0.5223936420536908,-0.0379199999999999,-0.0027899999999999,-0.03903,0.0220099999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.03083,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5071327203763751,0.03083,0.0,0.47993717,0,0,0,0,0,0,-0.169363412627905,6.1,6.4,,,,,,,,,,,,,-0.009349999999999949
21,1948,MA,-0.0351099999999999,0.5588062632753045,0.0086199999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,4674.0,16.0,69.0,69.0,-0.0226237613247546,0.048493374903722,0.0141058691845221,0.0570238614925491,0.463216149193251,0.463216149193251,0.463216149193251,0.463216149193251,0.01607,0.07369,0.07094,-0.06507,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.0351099999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4411937367246955,-0.0351099999999999,16.0,0.47993717,0,0,0,0,0,0,1.26241393003115,9.9,8.5,,,,,,,,,,,,,0.01234499999999995
22,1948,MI,0.03231,0.491394157713623,0.03261,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,6213.0,19.0,69.0,69.0,0.0522229585647764,0.0412315596860449,0.0166345904916482,0.0427529721748439,0.3883694293037198,0.3883694293037198,0.3883694293037198,0.3883694293037198,0.05167,0.0322,0.0505999999999999,0.00041,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.03231,0.6052509109010726,0.1080640055597281,0.57784493,,,0.508605842286377,0.03231,0.0,0.47993717,0,0,0,0,0,0,0.615788720846841,6.7,8.5,,,,,,,,,,,,,0.04214
23,1948,MN,-0.0652599999999999,0.5889648244110275,0.0097899999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,2868.0,11.0,69.0,69.0,0.4405923878684963,0.1087176587179824,0.2187082021007326,0.2404288928753581,0.0,0.0,0.0,0.0,0.03068,-0.04144,-0.03126,0.05123,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.0652599999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4110351755889725,-0.0652599999999999,11.0,0.47993717,0,0,0,0,0,0,0.338518001368553,6.5,9.2,,,,,,,,,,,,,0.020234999999999947
24,1948,MS,-0.2698499999999999,0.7935481229786712,-0.3978399999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,2076.0,9.0,69.0,69.0,-0.5594076121315037,-0.4480616615282222,-0.5242731081172565,-0.4684789173932369,1.0,1.0,1.0,1.0,-0.4080699999999999,-0.34797,-0.37287,-0.0498699999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.2698499999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.2064518770213288,-0.2698499999999999,9.0,0.47993717,0,0,0,0,0,0,-1.36091527536428,2.3,0.0,,,,,,,,,,,,,-0.4029549999999999
25,1948,MO,-0.0596999999999999,0.5834023381503147,0.0229899999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,3844.0,15.0,69.0,69.0,-0.0372614345884114,-0.0063636299520335,-0.0086365055376293,0.0076699843826808,0.4778538224569078,0.4778538224569078,0.4778538224569078,0.4778538224569078,0.0261,0.01036,-0.05337,0.0126299999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.0596999999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4165976618496853,-0.0596999999999999,15.0,0.47993717,1,0,0,0,0,0,-0.685248602475887,4.3,,,,,,,,,,,,,,0.02454499999999995
26,1948,MT,-0.0279599999999999,0.5516607132101872,-0.00939,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,542.0,4.0,69.0,69.0,-0.0664885368846674,-0.0854726672877639,-0.0829994633391101,-0.0194492678537827,0.5070809247531638,0.5070809247531638,0.5070809247531638,0.5070809247531638,-0.0440099999999999,-0.09062,-0.02832,0.08123,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.0279599999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4483392867898128,-0.0279599999999999,4.0,0.47993717,0,0,0,0,0,0,-0.027823182344504,9.5,5.5,,,,,,,,,,,,,-0.026699999999999953
27,1948,NE,0.06523,0.4584723247685294,0.1235399999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,1265.0,6.0,69.0,69.0,0.1173766285213689,0.1882875621796886,0.1266332550912183,0.1115250540779242,0.3232157593471274,0.3232157593471274,0.3232157593471274,0.3232157593471274,0.12187,0.0407899999999999,-0.04943,0.0827499999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.06523,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5415276752314706,0.06523,0.0,0.47993717,0,0,0,0,0,0,-0.33064892437605,3.7,10.6,,,,,,,,,,,,,0.12270499999999995
28,1948,NV,0.0077600000000001,0.515944466429231,-0.0084699999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,156.0,3.0,69.0,69.0,0.029070959005796,-0.1125319150281582,-0.0599911004501413,-0.1131731987159027,0.4115214288627003,0.4115214288627003,0.4115214288627003,0.4115214288627003,-0.0507599999999999,-0.1035199999999999,-0.1026,0.0950499999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.0077600000000001,0.6052509109010726,0.1080640055597281,0.57784493,,,0.484055533570769,0.0077600000000001,3.0,0.47993717,0,0,0,0,0,0,-0.486231396029414,4.3,8.3,,,,,,,,,,,,,-0.029614999999999902
29,1948,NH,0.05271,0.4709892103587534,0.01651,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,520.0,4.0,69.0,69.0,0.0604736606815472,0.0439331546113237,0.0262590814932162,0.0515526628566187,0.3801187271869491,0.3801187271869491,0.3801187271869491,0.3801187271869491,0.01779,0.1156,0.0987099999999999,-0.09909,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.05271,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5290107896412466,0.05271,0.0,0.47993717,0,0,0,0,0,0,0.183566249043703,9.2,8.5,,,,,,,,,,,,,0.01715
30,1948,NJ,0.04653,0.4771741557376481,0.03093,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,4774.0,16.0,69.0,69.0,0.0359843501579411,0.0527838265816442,0.018615827679287,0.0610168431994078,0.4046080377105552,0.4046080377105552,0.4046080377105552,0.4046080377105552,0.03176,0.0238099999999999,0.0816899999999999,0.00712,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.04653,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5228258442623519,0.04653,0.0,0.47993717,0,0,0,0,0,0,1.00038693816285,6.5,8.3,,,,,,,,,,,,,0.031345
31,1948,NM,-0.0440199999999999,0.5677219312364413,0.00256,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,604.0,4.0,69.0,69.0,-0.0838314362060319,-0.0368084974703267,-0.104515541751146,-0.0559665898652685,0.5244238240745283,0.5244238240745283,0.5244238240745283,0.5244238240745283,-0.0166199999999999,-0.0074999999999999,-0.04538,0.0100599999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.0440199999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4322780687635587,-0.0440199999999999,4.0,0.47993717,0,0,0,0,0,0,-0.206877805784586,7.7,3.0,,,,,,,,,,,,,-0.0070299999999999495
32,1948,NY,0.02912,0.4945779202816681,0.01258,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,14497.0,47.0,69.0,69.0,0.0468213333893531,0.0500122404722465,0.0236874981928731,0.0264657934613524,0.3937710544791432,0.3937710544791432,0.3937710544791432,0.3937710544791432,0.0321299999999999,0.0229399999999999,0.02476,-0.0103599999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.02912,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5054220797183319,0.02912,0.0,0.47993717,0,1,0,0,0,0,1.45940504106547,8.9,8.3,,,,,,,,,,,,,0.02235499999999995
33,1948,NC,-0.1159899999999999,0.6396922142238052,-0.12939,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,3837.0,14.0,69.0,69.0,-0.1725497502848884,-0.1772675550964377,-0.2515299804362326,-0.2231866393541612,0.6131421381533848,0.6131421381533848,0.6131421381533848,0.6131421381533848,-0.1903099999999999,-0.1094399999999999,-0.11337,-0.01995,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.1159899999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.3603077857761948,-0.1159899999999999,14.0,0.47993717,0,0,0,0,0,0,-0.879698927035421,0.3,2.2,,,,,,,,,,,,,-0.15984999999999994
34,1948,ND,0.06951,0.4541907836416988,0.0797899999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,580.0,4.0,69.0,69.0,0.1835061213330518,0.2468820762925284,0.2335241710911653,0.203365399152482,0.2570862665354445,0.2570862665354445,0.2570862665354445,0.2570862665354445,0.10483,-0.0670399999999999,-0.12156,0.1468299999999999,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.06951,0.6052509109010726,0.1080640055597281,0.57784493,,,0.5458092163583013,0.06951,0.0,0.47993717,0,0,0,0,0,0,-0.18140665415889,7.9,5.5,,,,,,,,,,,,,0.09230999999999995
35,1948,OH,0.0224700000000001,0.5012259895289765,0.0395699999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,7876.0,25.0,69.0,69.0,0.0357855814433068,0.0493165627730254,0.0443137240212407,0.0243556412778473,0.4048068064251895,0.4048068064251895,0.4048068064251895,0.4048068064251895,0.02796,0.0168599999999999,0.0767899999999999,0.02271,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,-0.0224700000000001,0.6052509109010726,0.1080640055597281,0.57784493,,,0.4987740104710235,0.0224700000000001,25.0,0.47993717,0,0,0,0,0,0,0.541700498261431,4.4,8.8,,,,,,,,,,,,,0.03376499999999995
36,1948,OK,-0.1037699999999999,0.6274703817494204,-0.0192099999999999,1.07334759127334,1.03297570344329,-0.0669085832482177,0,16,0.0389,0.077,3.8,1,2089.0,10.0,69.0,69.0,-0.1445431302045763,-0.0685733282192979,-0.1021367197299149,-0.129919516046796,0.5851355180730727,0.5851355180730727,0.5851355180730727,0.5851355180730727,-0.0261899999999999,-0.0469399999999999,-0.1414699999999999,0.02773,0,Truman_1948,Dewey_1948,-0.8261454039306606,-1.0266080528174153,-1.0577821,-0.374,0.014,0.1037699999999999,0.6052509109010726,0.1080640055597281,0.57784493,,,0.3725296182505796,-0.1037699999999999,10.0,0.47993717,0,0,0,0,0,0,-0.467051833949981,4.8,4.1,,,,,,,,,,,,,-0.0226999999999999
